State,Date,Hospitalized
WISCONSIN,2019-07-01,40.0
WISCONSIN,2019-08-01,20.0
WISCONSIN,2019-09-01,23.0
WISCONSIN,2019-10-01,21.0
WISCONSIN,2019-11-01,26.0
WISCONSIN,2019-12-01,18.0
WISCONSIN,2020-01-01,35.0
WISCONSIN,2020-02-01,29.0
WISCONSIN,2020-03-01,16.0
WISCONSIN,2020-04-01,17.0
WISCONSIN,2020-05-01,20.0
WISCONSIN,2020-06-01,24.0
WISCONSIN,2020-07-01,28.0
WISCONSIN,2020-08-01,20.0
WISCONSIN,2020-09-01,16.0
WISCONSIN,2020-10-01,20.0
WISCONSIN,2020-11-01,14.0
WISCONSIN,2020-12-01,20.0
WISCONSIN,2021-01-01,17.0
WISCONSIN,2021-02-01,22.0
WISCONSIN,2021-03-01,15.0
WISCONSIN,2021-04-01,22.0
WISCONSIN,2021-05-01,20.0
WISCONSIN,2021-06-01,26.0
WISCONSIN,2021-07-01,24.0
WISCONSIN,2021-08-01,19.0
WISCONSIN,2021-09-01,20.0
WISCONSIN,2021-10-01,23.0
WISCONSIN,2021-11-01,19.0
WISCONSIN,2021-12-01,26.0
WISCONSIN,2022-01-01,23.0
WISCONSIN,2022-02-01,18.0
WISCONSIN,2022-03-01,26.0
WISCONSIN,2022-04-01,22.0
WISCONSIN,2022-05-01,19.0
WISCONSIN,2022-06-01,23.0
WISCONSIN,2022-07-01,22.0
WISCONSIN,2022-08-01,26.0
WISCONSIN,2022-09-01,16.0
WISCONSIN,2022-10-01,21.0
WISCONSIN,2022-11-01,22.0
WISCONSIN,2022-12-01,18.0
WISCONSIN,2023-01-01,29.0
WISCONSIN,2023-02-01,22.0
WISCONSIN,2023-03-01,22.0
WISCONSIN,2023-04-01,16.0
WISCONSIN,2023-05-01,19.0
WISCONSIN,2023-06-01,21.0
WISCONSIN,2023-07-01,24.0
WISCONSIN,2023-08-01,24.0
WISCONSIN,2023-09-01,18.0
WISCONSIN,2023-10-01,30.0
WISCONSIN,2023-11-01,23.0
WISCONSIN,2023-12-01,7.0
WISCONSIN,2024-01-01,18.0
WISCONSIN,2024-02-01,11.0
WISCONSIN,2024-03-01,22.0
WISCONSIN,2024-04-01,12.0
WISCONSIN,2024-05-01,26.0
WISCONSIN,2024-06-01,22.0
WISCONSIN,2024-07-01,17.0
WISCONSIN,2024-08-01,24.0
WISCONSIN,2024-09-01,22.0
WISCONSIN,2024-10-01,24.0
WISCONSIN,2024-11-01,21.0
WISCONSIN,2024-12-01,22.0
WISCONSIN,2025-01-01,21.0
WISCONSIN,2025-02-01,16.0
